Nodes;Addjested Nodes
703364683;{703364884,}
703364694;{703364816,3647493616,}
703364696;{703364757,703364666,}
703364697;{4285769087,4285769079,}
703364703;{703364795,3726009551,}
703364704;{703364675,2463860796,}
703364706;{3675398868,3651423391,3675398851,}
703364708;{703364822,703364907,}
703364711;{2463860787,703364914,}
703364714;{4262629636,4262629637,}
703364719;{4285769093,4285769090,}
703364723;{703364796,703364923,}
703364727;{703364798,703364626,}
703364731;{5373058951,5373058952,1384081273,}
703364734;{4988595414,4991141176,}
703364735;{3698619123,703364825,703364664,}
703364736;{3652735088,3652735084,}
703364737;{4207717794,4207717795,}
703364746;{3726009546,3726009542,}
703364747;{3726009518,3726009527,}
703364751;{2885089283,703364659,}
703364756;{703364816,}
703364757;{703364852,703364696,}
703364765;{3750110911,703364796,3750110888,}
703364767;{4285769127,4285769122,}
703364769;{3651423585,3651423582,}
703364771;{309991211,309991209,5373051144,}
703364775;{4262629628,64675531,703364880,}
703364780;{2463860782,2463860783,}
703364782;{3726009474,4207717790,}
703364785;{4285940352,703364677,}
703364791;{4262776706,4285769073,}
703364795;{3726009557,703364703,}
703364796;{703364765,703364723,}
703364798;{703364887,703364727,}
703364804;{3726009446,3726009476,}
703364806;{3652735121,3652735117,}
703364808;{1823093329,667934444,}
703364809;{4207717790,3726009523,}
703364812;{4262629636,4284062356,4262629635,}
703364814;{2463860792,4285769092,4285769099,4285769087,}
703364815;{3726009476,3726009518,}
703364816;{3698619084,703364756,703364694,}
703364822;{4262629628,703364708,}
703364823;{703364922,4285769051,4285769050,}
703364825;{703364892,703364735,}
703364830;{3750109699,3750109652,}
703364832;{4285769135,4285769132,}
703364840;{3726009549,3726009548,}
703364842;{2463860790,2463860791,}
703364844;{3726009474,3726009465,3726009452,}
703364849;{4285769077,4262776706,}
703364852;{703364923,703364757,}
703364853;{703364621,4207717797,703364636,}
703364858;{2463860780,703364645,}
703364863;{309991113,309991115,}
703364865;{703364664,3726009446,3726208535,}
703364868;{3651423587,3651423585,}
703364870;{2885089283,5373049616,}
703364880;{4286120945,703364775,703364649,}
703364884;{703364683,4262776704,4285769064,}
703364886;{3726009558,3726009556,}
703364887;{703364659,703364798,}
703364892;{3647347727,703364825,}
703364895;{3652735157,3652735149,}
703364900;{4285769108,4285769102,}
703364907;{703364708,243341154,309991232,}
703364913;{3726009552,3726009553,}
703364914;{703364711,2463860788,}
703364916;{2967301566,64675533,243341151,}
703364922;{4285769056,703364823,}
703364923;{703364723,703364852,}
703364925;{4285769074,4285769064,}
703380125;{3631036868,3631036875,3631036883,}
703380126;{919345876,919345837,703380184,}
703380127;{4258353670,4258602580,}
703380128;{3724951504,3724951501,}
703380130;{3719876119,3719876118,}
703380131;{4256592154,703380148,}
703380132;{5261966457,703380150,}
703380133;{3294577165,708989095,}
703380134;{703380183,}
703380135;{3719876122,3719876120,}
703380136;{703380183,703380155,3631040994,}
703380137;{703380157,919345848,919345799,}
703380138;{703380173,5261966455,3698646971,}
703380139;{3631036889,3631036885,}
703380140;{3719876113,4254430117,}
703380141;{3630988785,919345849,919345859,}
703380143;{919345837,703380177,}
703380144;{4680008111,703380165,}
703380145;{3724951487,3724951473,}
703380146;{3719876114,3719876116,3719876115,}
703380147;{919345737,919345817,919345816,}
703380148;{703380131,4256592155,}
703380149;{2467552111,2467552109,}
703380150;{703380132,739249014,}
703380151;{3631036866,}
703380152;{703380169,919345803,}
703380155;{3631041000,703380136,}
703380157;{703380137,4256592156,919345887,}
703380159;{2467552067,3630988785,}
703380160;{919345858,4256592160,919345801,}
703380161;{919345748,919345738,3719876436,}
703380162;{3719876120,3719876119,}
703380163;{3631036890,703380176,3631040998,}
703380165;{703380144,703380185,}
703380166;{919345811,919345805,}
703380167;{4254430117,703380181,}
703380168;{5417401171,5417401174,}
703380169;{919345805,703380152,}
703380171;{3724951473,3724951438,}
703380172;{2467552101,2467552069,3977616892,}
703380173;{712681691,703380138,}
703380175;{3631036857,3631036848,3631036858,}
703380176;{703380163,}
703380177;{703380143,4256592153,}
703380178;{4258573862,4254414493,}
703380180;{2940218399,4991141171,3719876122,}
703380181;{703380167,712681855,}
703380182;{5417401176,5261966457,}
703380183;{703380134,703380136,3631036886,3631036890,}
703380184;{919345746,703380126,919345818,}
703380185;{4262776690,703380165,3290148625,}
703380186;{3642977204,5417401159,}
703380188;{5261966456,3294577165,}
703380189;{712681699,3290148472,712681855,712681691,}
703380190;{5261966455,5261966456,}
703380191;{4258594848,3719876124,}
703385976;{2293643879,3296110129,}
703385977;{2293643868,2293643866,}
703385978;{1360181274,3693363756,3693363757,}
703385979;{2463860832,2463860831,}
703385981;{2500712647,2500712645,}
703385984;{2500712646,2463860832,}
703385985;{4701437167,4701437168,2066049896,}
703385986;{3693148784,2987495747,}
703385988;{1383339027,1383190777,2066039918,}
703385990;{3693363758,703385991,2066049896,}
703385991;{703385990,1411558254,}
703385992;{3693148784,2500712638,2500712649,2500712642,}
703385993;{2500712667,}
703385994;{3693363756,1411556106,}
703385996;{4990838966,1383339027,}
703385997;{2463860838,3296110129,2463860839,}
703386002;{2463860830,3693148783,}
703447142;{4446050343,932516789,703447170,}
703447162;{932889472,932889475,932595646,}
703447170;{703447142,1956372722,}
703447171;{2296701007,965827409,1730818256,}
703447188;{932889485,932889474,}
703447194;{703447226,703447204,}
703447204;{703447194,932889472,932595699,}
703447205;{2785390896,965827461,}
703447223;{1945967791,965827454,}
703447226;{932137006,703447194,5257605848,}
703447228;{960245231,494779262,}
703447236;{932889488,932610145,932595638,}
703447244;{965827490,2984391401,}
703447246;{494779260,703447249,1945967762,}
703447249;{703447246,965827476,702241638,3534439333,}
703447260;{5298865726,702241638,965827445,}
703447268;{932889475,932889488,}
703447274;{932137006,5266077575,}
703450530;{965827395,964849737,}
703450542;{2296701023,494779299,}
703477287;{5259163800,2973548864,}
703477288;{3646099000,3646099003,}
703477289;{706717539,706717620,703477447,}
703477290;{703477479,3296100110,}
703477291;{3646089148,1968265144,}
703477293;{3471698338,3471698335,}
703477295;{3645940873,3645940872,3646439245,}
703477296;{703477511,703477619,}
703477297;{939106613,939106600,941393541,939106629,}
703477303;{2804634019,494779301,}
703477304;{5259163793,5259163794,}
703477306;{3296100149,3296100148,}
703477308;{703477529,3379404722,}
703477311;{703477443,}
703477313;{703477375,703477445,}
703477315;{5298836660,5002035653,}
703477317;{506297849,2804634016,}
703477319;{3626744936,703477537,}
703477323;{703477445,703477449,}
703477329;{703477551,703477376,}
703477330;{3302580301,3302580302,}
703477332;{703477557,3646098873,}
703477334;{703477457,703477405,}
703477335;{3646089166,3646089165,5291459187,}
703477337;{703477575,3296100118,3296100116,}
703477351;{703477367,706717568,}
703477353;{494553803,936154212,936154149,}
703477361;{3296100112,3296100111,}
703477365;{2973548862,5259163799,}
703477367;{703477477,703477351,}
703477369;{3296100153,3296100151,}
703477370;{703477422,703477425,}
703477374;{5259163789,5259163790,}
703477375;{3645940867,703477313,3645940864,}
703477376;{703477329,703477606,706717565,5002035648,}
703477377;{939106698,939106647,4446158771,4446158772,}
703477380;{3975826192,703477517,}
703477384;{703477449,3762491907,}
703477388;{703477537,703477527,}
703477394;{3296100141,3296100137,}
703477395;{3379404706,3379404703,}
703477399;{3302580304,5259163791,}
703477401;{3302580279,}
703477403;{703477447,706717690,}
703477405;{703477334,706717552,}
703477407;{3379404703,3646089189,}
703477411;{706663928,706730770,3302580292,3302580296,}
703477413;{2973548863,5259163800,}
703477415;{3646099003,3646099006,}
703477418;{5298836674,5298836667,5002035647,}
703477420;{703477563,703477457,}
703477422;{965928441,703477370,}
703477424;{2804634033,2804634032,}
703477425;{703477370,3522482789,}
703477427;{3646099006,3646099007,}
703477428;{939106620,4897304946,939106652,939106593,}
703477430;{2804634032,2804634031,}
703477433;{5259163796,5259163797,}
703477435;{703477603,703477477,}
703477437;{3296100144,3296100141,}
703477439;{3522483631,703970102,}
703477441;{5414353979,706717659,}
703477443;{703477311,965928441,}
703477445;{703477313,703477323,}
703477447;{703477289,5002035647,703477403,}
703477449;{703477519,703477384,703477323,}
703477453;{3302580299,3302580300,}
703477455;{703477615,3646098833,}
703477457;{703477420,703477334,}
703477459;{703477538,3646089168,}
703477465;{3296100111,703477479,5000702822,}
703477467;{494779317,703970166,}
703477476;{5259163798,2973548861,}
703477477;{703477435,703477367,}
703477479;{703477465,703477290,}
703477510;{703477581,3645940874,3645940875,}
703477511;{706717629,703477296,706717482,}
703477513;{4446128338,3622472516,3622472506,}
703477517;{703477380,506297850,2804634029,}
703477519;{703477449,706663242,}
703477525;{854523127,854523072,}
703477527;{703477388,703477603,}
703477528;{3296100132,3296100126,}
703477529;{3379404728,703477308,}
703477531;{938249508,5415986568,}
703477533;{3302580280,703477615,}
703477535;{706717690,706717618,}
703477536;{494779305,2804634019,}
703477537;{703477319,703477388,}
703477538;{3646089184,703477459,}
703477540;{3296100122,5000702822,3296100115,}
703477543;{2984804562,4730356112,}
703477545;{703477619,964830930,1945997353,}
703477551;{706717625,703477329,}
703477554;{3302580290,3302580291,}
703477557;{3646098842,703477332,}
703477563;{706717570,703477420,}
703477566;{3646089167,3646089166,}
703477575;{703477337,3296100128,5117499698,}
703477578;{3302580283,3302580284,}
703477581;{3646099007,703477510,3646099005,}
703477585;{950917019,}
703477600;{854523075,854523117,854523004,}
703477603;{703477527,703477435,}
703477606;{3296100110,703477376,}
703477609;{2017670263,3379404728,}
703477615;{703477533,703477455,3302580282,3302580283,}
703477617;{3645940871,3645940870,}
703477619;{703477296,703477545,}
703477623;{3379404722,3379404706,}
703477627;{3296100120,706717625,}
703477629;{5259163791,5259163792,}
703477631;{3522482789,3844428810,391425654,}
703477633;{3646098837,3646098840,}
703477635;{3626744939,3626744936,}
703477637;{3646089168,3646089167,}
703477641;{3296100115,3296100117,}
703477643;{3011058767,2973548865,}
703487407;{919415263,919415258,}
703487410;{391425776,919415217,}
703487412;{919415206,919415243,}
703487415;{919415269,5073457308,}
703487416;{4873443085,1902293764,919415241,}
703487418;{919415255,919415251,}
703487420;{919415258,919415255,}
703487422;{919415249,391425775,}
703630790;{703630819,703630806,703630810,}
703630791;{703630813,703630800,}
703630792;{705532700,3522085504,4173456269,}
703630794;{1730818245,3512180635,4873471982,705532689,}
703630796;{703630829,4175551011,4176082600,}
703630798;{705532702,705532712,1730818261,4173456229,}
703630799;{703630828,3512178223,4873471985,1828546750,}
703630800;{703630791,703630809,}
703630801;{703630830,703630807,}
703630802;{5323908902,1363278572,4703470385,}
703630803;{3623339803,5263950238,}
703630804;{3623339806,}
703630805;{958116444,4703464660,4173456243,}
703630806;{703630790,703630813,}
703630807;{703630801,703630823,}
703630809;{703630800,703630820,}
703630810;{703630790,703630825,}
703630812;{4703464660,1363278575,937607387,}
703630813;{703630806,703630791,}
703630816;{4176594539,1958259624,4173456229,4173456232,}
703630817;{1828546752,5291459160,}
703630819;{3623339805,703630790,}
703630820;{703630809,5263950240,}
703630822;{4873471972,4873431527,4873431410,}
703630823;{703630807,494779308,}
703630825;{703630810,3623339803,}
703630826;{705532689,3519868837,1730818253,}
703630828;{703630829,703630799,705532699,}
703630829;{3522084584,705532721,703630796,703630828,}
703630830;{5263950239,703630801,}
703634657;{3676205434,3676205439,}
703634658;{3676200832,3676200827,}
703634659;{703634685,3975734733,}
703634660;{3676199395,3975603148,}
703634662;{703634687,703634671,}
703634666;{3975600955,3958906542,}
703634667;{3975734733,703634679,}
703634668;{3975603148,3975603036,}
703634669;{703634689,703634677,}
703634671;{703634662,703634683,}
703634673;{2017744049,5291459160,3676200843,}
703634675;{1864403293,}
703634676;{3958906542,703634680,1781258671,}
703634677;{703634669,1416895340,}
703634679;{703634667,703634687,}
703634680;{3975602956,703634676,}
703634681;{3676200834,3676200833,}
703634682;{1864403293,494779304,2804634009,}
703634683;{703634671,1416895341,}
703634685;{1416895340,703634659,}
703634686;{2017728051,3676199395,}
703634687;{703634679,703634662,}
703634688;{2804634007,2804634006,}
703634689;{703634669,3428537447,3428537446,}
703754805;{1214196251,703754830,}
703754806;{3707853562,3707852509,}
703754807;{702256718,703754836,703754815,}
703754808;{703754837,494779226,3844260857,}
703754809;{3631177299,3631177298,}
703754810;{703754817,5295522983,}
703754811;{1214196311,1214196251,}
703754812;{703754820,703754838,}
703754813;{703754828,494779292,}
703754814;{703754821,2415871727,494779226,}
703754815;{703754823,703754807,494779226,}
703754816;{703754826,3707853562,}
703754817;{703754831,3402680613,703754810,}
703754818;{3844236864,494779226,}
703754819;{703754830,703754826,}
703754820;{3707852402,703754812,}
703754821;{703754836,703754814,}
703754823;{703754837,703754815,}
703754824;{703754833,1214196311,}
703754826;{703754819,703754816,}
703754828;{703754835,703754813,}
703754829;{1214196334,3400249959,3398626146,}
703754830;{703754805,703754819,}
703754831;{703754838,703754817,}
703754832;{3218418727,2522914601,703754839,3398626146,}
703754833;{3631177308,703754824,}
703754834;{3707852509,3707852402,}
703754835;{5295523874,703754828,}
703754836;{703754807,703754821,}
703754837;{703754808,703754823,}
703754838;{703754812,703754831,}
703754839;{3428438540,703754832,}
703777252;{703777285,703777328,}
703777253;{703777318,703777275,}
703777254;{703777277,703777320,}
703777255;{1936618783,494779283,}
703777260;{703777293,703777338,}
703777261;{703777329,703777286,}
703777265;{703777288,703777331,}
703777268;{1579345942,703777342,}
703777269;{703777334,703777291,}
703777273;{1579345895,3421903224,5413433736,}
